Customer_ID,Tenure_Months,Monthly_Charges,Total_Usage_GB,Subscription_Type,Payment_Method,Customer_Support_Calls,Churn
51501,34,454.54,429.31,Premium,UPI,6,Yes
51502,27,2813.7,190.65,Premium,Debit Card,9,No
51503,17,436.37,233.69,Standard,UPI,1,No
51504,43,1777.72,11.13,Basic,Debit Card,6,Yes
51505,59,2704.19,202.7,Premium,UPI,2,Yes
51506,44,1009.35,232.91,Basic,UPI,7,No
51507,59,1575.07,453.95,Basic,Debit Card,7,No
51508,51,1175.69,447.52,Premium,Credit Card,8,No
51509,54,2870.79,483.22,Standard,Net Banking,10,Yes
51510,24,2523.84,443.13,Basic,Debit Card,3,No
51511,25,2214.3,9.06,Basic,Credit Card,9,No
51512,7,1886.59,322.52,Basic,Credit Card,2,Yes
51513,52,2515.6,38.78,Standard,Debit Card,8,No
51514,6,1359.12,139.93,Basic,Net Banking,8,No
51515,53,1508.39,291.26,Premium,Debit Card,1,No
51516,24,2271.0,351.8,Basic,UPI,5,Yes
51517,33,1265.94,329.04,Standard,UPI,2,Yes
51518,49,472.53,29.28,Basic,Credit Card,4,No
51519,29,500.7,56.28,Basic,UPI,1,No
51520,43,611.48,68.65,Standard,Net Banking,3,No
51521,22,2648.14,50.25,Standard,Debit Card,10,No
51522,26,1575.01,93.23,Basic,Net Banking,2,No
51523,28,2224.78,345.8,Standard,Credit Card,1,Yes
51524,50,1360.86,416.26,Premium,UPI,5,No
51525,21,998.52,207.36,Basic,UPI,10,No
51526,49,1237.42,347.93,Basic,Debit Card,2,No
51527,7,2444.29,104.01,Standard,Net Banking,3,No
51528,17,1988.08,486.77,Standard,Net Banking,5,No
51529,20,2831.63,178.25,Basic,Debit Card,11,No
51530,41,2135.2,423.7,Basic,UPI,11,No
51531,49,1839.49,472.96,Standard,Credit Card,4,No
51532,20,1947.53,433.03,Premium,Credit Card,3,No
51533,54,2844.4,38.2,Standard,Debit Card,11,No
51534,22,2428.14,326.9,Basic,Debit Card,3,Yes
51535,28,364.91,64.44,Standard,Debit Card,1,No
51536,40,1742.18,7.8,Basic,Net Banking,11,No
51537,49,2158.51,30.63,Basic,UPI,9,No
51538,7,2321.49,458.49,Standard,UPI,3,No
51539,1,875.48,454.69,Premium,Debit Card,11,No
51540,32,2641.38,116.78,Premium,Unknown,7,No
51541,13,2880.78,275.8,Basic,Net Banking,4,No
51542,30,939.13,477.74,Premium,Debit Card,10,No
51543,23,2683.06,250.87,Basic,Net Banking,9,Yes
51544,51,561.84,199.82,Basic,Debit Card,9,Yes
51545,59,450.41,244.21,Premium,Net Banking,7,No
51546,56,648.9,396.16,Premium,Credit Card,5,No
51547,19,455.9,241.25,Basic,Credit Card,11,No
51548,32,2581.53,392.72,Basic,Credit Card,9,No
51549,30,459.44,218.69,Basic,Credit Card,4,No
51550,29,1033.49,129.74,Standard,Unknown,3,No
51551,49,580.14,166.6,Premium,UPI,9,No
51552,45,1097.64,43.52,Basic,Net Banking,8,Yes
51553,29,544.51,251.2,Standard,Debit Card,9,No
51554,30,2103.61,78.31,Basic,UPI,4,No
51555,16,659.98,406.72,Basic,Debit Card,9,Yes
51556,40,2599.98,213.19,Premium,Net Banking,10,Yes
51557,19,2506.42,383.68,Premium,Debit Card,5,No
51558,18,336.89,477.46,Basic,Credit Card,6,Yes
51559,1,2718.46,425.49,Basic,Credit Card,10,No
51560,14,378.15,475.97,Basic,UPI,11,Yes
51561,51,947.04,286.13,Standard,Net Banking,10,No
51562,47,387.45,86.84,Basic,UPI,0,No
51563,50,1206.78,468.02,Standard,UPI,8,No
51564,2,1687.44,434.91,Basic,UPI,11,No
51565,54,2450.94,432.88,Basic,Unknown,7,No
51566,28,1212.55,348.17,Premium,Credit Card,11,No
51567,49,2204.82,314.33,Basic,Credit Card,10,Yes
51568,50,806.26,12.29,Premium,UPI,4,No
51569,30,2326.62,375.29,Standard,Debit Card,2,No
51570,38,937.19,50.31,Premium,Credit Card,4,No
51571,51,687.57,133.58,Basic,Credit Card,4,No
51572,4,800.6,277.99,Standard,Net Banking,8,Yes
51573,1,791.57,228.61,Basic,Credit Card,6,Yes
51574,8,1684.73,12.81,Premium,Credit Card,1,Yes
51575,29,2580.95,412.87,Standard,UPI,4,No
51576,55,514.93,440.01,Basic,UPI,8,No
51577,39,2208.78,342.53,Basic,Net Banking,10,No
51578,3,2066.74,272.83,Premium,Net Banking,1,No
51579,32,2655.8,480.57,Premium,Debit Card,7,Yes
51580,10,959.2,64.38,Premium,Credit Card,11,No
51581,10,1515.3,370.27,Premium,UPI,2,No
51582,19,2799.73,68.54,Premium,UPI,3,No
51583,46,2081.98,194.01,Standard,Credit Card,1,No
51584,34,1349.67,294.81,Basic,Net Banking,8,No
51585,33,654.81,369.86,Basic,UPI,5,No
51586,23,1008.71,6.84,Standard,Net Banking,8,No
51587,55,1869.28,134.0,Standard,UPI,10,No
51588,28,2239.05,271.41,Standard,UPI,7,No
51589,32,635.94,268.77,Basic,Debit Card,11,No
51590,50,1918.91,320.63,Standard,UPI,8,No
51591,7,1785.95,155.41,Basic,Credit Card,4,No
51592,29,1687.68,272.56,Standard,Credit Card,5,No
51593,8,2163.33,98.94,Standard,Credit Card,6,No
51594,1,2561.11,97.5,Basic,Net Banking,4,No
51595,57,1172.07,290.4,Premium,UPI,0,Yes
51596,55,2700.33,344.31,Standard,Net Banking,8,No
51597,3,733.71,64.6,Premium,Debit Card,1,No
51598,24,767.16,65.78,Basic,UPI,6,No
51599,23,1020.28,284.82,Basic,Credit Card,11,No
51600,59,622.73,138.7,Basic,Debit Card,7,No
51601,8,921.86,199.24,Basic,Debit Card,7,Yes
51602,54,587.31,203.37,Basic,UPI,0,Yes
51603,57,2518.73,93.38,Basic,Credit Card,9,No
51604,47,675.22,5.65,Premium,Net Banking,6,No
51605,37,2317.7,427.31,Premium,UPI,8,Yes
51606,3,429.37,358.93,Premium,Credit Card,10,No
51607,51,2861.0,346.82,Premium,Debit Card,10,No
51608,33,2220.13,275.52,Standard,UPI,2,Yes
51609,28,318.35,351.98,Standard,Debit Card,7,Yes
51610,47,2362.41,468.17,Basic,Credit Card,7,No
51611,8,1688.02,334.51,Basic,Unknown,8,No
51612,34,2404.29,136.22,Premium,Net Banking,7,Yes
51613,35,1710.74,287.43,Premium,Debit Card,4,Yes
51614,32,2030.77,223.95,Premium,Debit Card,4,Yes
51615,24,2423.1,280.43,Premium,Debit Card,2,No
51616,14,1393.79,261.22,Basic,UPI,11,No
51617,32,307.31,430.09,Standard,Unknown,5,No
51618,56,2594.86,327.64,Standard,Debit Card,9,No
51619,46,1328.4,98.44,Premium,Debit Card,2,No
51620,43,1639.32,36.19,Premium,Debit Card,1,No
51621,16,320.97,215.06,Standard,Net Banking,6,No
51622,4,1628.65,12.73,Basic,Debit Card,9,No
51623,52,2963.52,162.56,Basic,Credit Card,2,No
51624,37,1051.32,187.17,Basic,Net Banking,3,No
51625,54,1367.63,190.92,Premium,Credit Card,10,No
51626,21,2155.41,489.78,Basic,Net Banking,9,Yes
51627,14,2499.94,155.43,Basic,Net Banking,7,No
51628,31,1426.96,136.29,Basic,UPI,0,Yes
51629,55,1136.11,69.04,Premium,Net Banking,8,No
51630,48,2832.13,257.95,Standard,Net Banking,5,No
51631,18,2128.29,81.07,Standard,Credit Card,1,No
51632,7,621.36,310.07,Basic,Credit Card,2,No
51633,10,486.11,81.8,Basic,Debit Card,4,No
51634,7,1605.58,290.45,Basic,UPI,10,No
51635,33,894.24,414.0,Premium,Net Banking,11,No
51636,23,985.76,26.05,Premium,UPI,5,No
51637,21,2669.77,212.77,Standard,Debit Card,8,No
51638,19,541.83,233.22,Basic,UPI,1,No
51639,48,2231.48,396.58,Premium,Net Banking,4,No
51640,19,1032.08,236.62,Standard,Credit Card,6,No
51641,36,2352.89,285.93,Basic,UPI,10,No
51642,29,2250.51,396.65,Basic,Net Banking,11,No
51643,18,319.96,282.08,Standard,Debit Card,10,No
51644,2,1674.67,182.36,Standard,Net Banking,6,No
51645,1,676.16,47.49,Premium,Unknown,3,No
51646,47,2638.81,366.31,Premium,Net Banking,2,No
51647,5,2653.28,436.21,Basic,Net Banking,7,No
51648,20,1429.53,485.18,Standard,UPI,1,No
51649,11,1499.87,463.67,Basic,UPI,4,Yes
51650,42,1118.86,399.72,Standard,Debit Card,11,No
51651,2,2234.84,323.52,Standard,Net Banking,9,No
51652,3,1268.39,391.82,Standard,Credit Card,4,No
51653,23,1023.04,218.88,Premium,UPI,0,Yes
51654,55,1467.02,299.41,Standard,Net Banking,6,Yes
51655,12,547.02,177.61,Premium,Credit Card,3,No
51656,20,2315.83,166.72,Basic,Credit Card,9,No
51657,5,334.01,379.56,Basic,Net Banking,11,No
51658,37,2040.11,229.7,Standard,Net Banking,1,No
51659,38,793.73,110.02,Premium,Net Banking,7,No
51660,30,927.49,104.96,Basic,Credit Card,3,Yes
51661,9,2016.21,430.29,Basic,Net Banking,0,No
51662,34,2980.95,340.49,Standard,UPI,7,Yes
51663,53,2399.84,275.29,Standard,Credit Card,10,No
51664,44,909.77,203.46,Premium,UPI,6,No
51665,35,775.27,218.25,Standard,UPI,2,No
51666,52,2638.83,33.43,Premium,Net Banking,2,No
51667,58,1499.3,230.18,Premium,UPI,6,No
51668,22,670.04,398.75,Basic,Net Banking,1,No
51669,44,2627.97,197.05,Standard,Credit Card,4,Yes
51670,24,2503.45,194.87,Standard,UPI,6,No
51671,17,2956.55,12.78,Premium,Net Banking,5,Yes
51672,10,2756.31,231.63,Basic,Debit Card,9,No
51673,30,2599.83,17.54,Basic,Net Banking,6,Yes
51674,56,441.95,287.32,Basic,Unknown,1,Yes
51675,59,581.92,255.86,Standard,Net Banking,6,No
51676,46,1836.25,420.8,Basic,Debit Card,1,Yes
51677,23,1734.99,292.98,Standard,UPI,6,Yes
51678,32,1536.5,165.1,Premium,Debit Card,7,No
51679,17,1371.33,260.53,Standard,UPI,9,No
51680,50,1464.27,351.35,Standard,UPI,7,Yes
51681,51,1837.1,51.51,Premium,Net Banking,4,No
51682,17,305.61,312.43,Standard,UPI,6,No
51683,14,1003.91,458.73,Basic,Credit Card,10,No
51684,9,1699.36,153.07,Basic,Debit Card,7,No
51685,40,2249.98,315.18,Standard,Net Banking,3,Yes
51686,2,770.22,411.56,Basic,UPI,1,No
51687,45,1776.58,258.34,Standard,Debit Card,6,Yes
51688,25,2229.04,360.4,Premium,Debit Card,0,Yes
51689,39,1500.49,158.95,Standard,Credit Card,11,No
51690,9,373.12,156.5,Basic,Debit Card,1,No
51691,54,1513.02,335.45,Basic,Net Banking,9,No
51692,22,1100.4,354.18,Premium,Net Banking,6,No
51693,43,2810.05,468.82,Premium,UPI,11,No
51694,46,636.46,116.3,Standard,UPI,11,Yes
51695,4,2061.69,236.77,Basic,Net Banking,9,Yes
51696,26,442.34,129.0,Standard,Debit Card,0,No
51697,58,1504.66,44.65,Basic,Debit Card,6,Yes
51698,29,1795.74,204.6,Basic,Credit Card,4,No
51699,45,1104.48,190.17,Basic,UPI,10,No
51700,34,1528.7,138.86,Standard,Debit Card,2,No
51701,23,741.6,152.01,Basic,Debit Card,10,No
51702,37,1121.13,183.4,Basic,UPI,1,No
51703,11,1976.99,494.47,Basic,Net Banking,6,No
51704,6,1114.86,392.56,Standard,Debit Card,8,Yes
51705,18,2729.31,40.34,Standard,Credit Card,8,Yes
51706,21,1996.7,436.84,Basic,Debit Card,9,No
51707,42,1484.35,318.49,Premium,Debit Card,9,Yes
51708,36,404.64,445.84,Standard,Credit Card,7,No
51709,41,1648.78,174.15,Basic,Net Banking,1,No
51710,38,2364.9,234.94,Basic,Credit Card,0,Yes
51711,34,1017.01,448.63,Standard,Credit Card,7,Yes
51712,17,2478.29,139.92,Basic,UPI,1,No
51713,37,979.88,458.17,Basic,Debit Card,3,Yes
51714,25,2524.12,415.11,Standard,Net Banking,11,Yes
51715,38,530.22,490.38,Standard,Debit Card,3,No
51716,58,2638.7,165.51,Premium,Net Banking,1,No
51717,12,1647.8,121.7,Premium,Credit Card,3,No
51718,23,1100.65,168.78,Premium,UPI,6,No
51719,53,1015.81,477.55,Basic,Credit Card,5,Yes
51720,42,1466.43,169.87,Basic,Debit Card,9,Yes
51721,22,2997.43,284.78,Premium,UPI,5,No
51722,21,894.88,204.82,Standard,UPI,3,No
51723,27,578.68,201.13,Standard,Debit Card,1,No
51724,57,1879.59,100.72,Basic,Net Banking,4,Yes
51725,31,1619.06,270.85,Basic,UPI,10,No
51726,6,1715.33,425.46,Basic,Net Banking,2,No
51727,27,2100.73,29.5,Standard,Net Banking,2,No
51728,40,1021.29,445.17,Basic,Net Banking,3,Yes
51729,34,2758.8,334.41,Standard,UPI,10,No
51730,12,1476.31,310.29,Standard,Credit Card,10,No
51731,45,648.53,314.82,Basic,UPI,4,Yes
51732,57,2304.21,151.65,Basic,Credit Card,10,No
51733,53,2036.38,210.5,Basic,UPI,1,Yes
51734,7,1152.51,400.65,Basic,Credit Card,5,No
51735,10,1978.1,156.66,Basic,Credit Card,5,No
51736,45,893.63,237.66,Basic,UPI,7,No
51737,17,1501.07,14.72,Standard,Net Banking,1,No
51738,26,2728.41,368.11,Standard,Net Banking,7,Yes
51739,21,660.54,211.76,Basic,Credit Card,7,Yes
51740,28,1344.08,265.05,Standard,Debit Card,3,No
51741,58,2517.08,61.77,Premium,Debit Card,6,No
51742,46,2917.63,495.9,Standard,UPI,6,No
51743,2,1525.6,154.72,Basic,UPI,0,No
51744,54,1668.9,319.32,Standard,UPI,0,No
51745,43,1844.86,292.71,Standard,Debit Card,7,Yes
51746,1,2817.34,393.62,Premium,Net Banking,10,No
51747,51,2617.16,150.45,Premium,UPI,0,No
51748,53,760.62,379.18,Basic,UPI,2,No
51749,36,1479.25,194.34,Standard,Net Banking,5,No
51750,51,1552.8,208.52,Premium,Credit Card,7,Yes
51751,26,2430.56,337.99,Premium,UPI,4,No
51752,29,1927.81,393.22,Standard,Debit Card,4,No
51753,21,2066.4,335.1,Basic,Debit Card,3,Yes
51754,11,2995.14,450.44,Basic,UPI,3,No
51755,40,502.39,146.15,Standard,Debit Card,6,Yes
51756,11,902.13,450.81,Standard,Net Banking,5,No
51757,36,1401.32,69.78,Premium,Credit Card,7,No
51758,49,1239.01,331.47,Premium,Credit Card,10,No
51759,59,358.44,276.08,Basic,UPI,5,No
51760,39,547.8,249.84,Standard,UPI,10,Yes
51761,40,2138.57,158.9,Basic,Credit Card,9,Yes
51762,35,2674.18,254.35,Standard,Credit Card,6,No
51763,54,1688.41,85.08,Standard,UPI,9,No
51764,34,1755.82,187.81,Basic,Debit Card,9,No
51765,55,988.75,53.85,Basic,UPI,4,No
51766,47,2373.27,288.06,Basic,Net Banking,5,No
51767,24,2329.85,52.41,Basic,UPI,0,No
51768,54,1888.59,84.37,Premium,UPI,2,No
51769,22,874.19,47.31,Basic,UPI,11,No
51770,5,561.95,193.75,Basic,UPI,7,No
51771,56,473.44,421.77,Basic,UPI,2,No
51772,33,1900.28,453.91,Premium,UPI,0,No
51773,58,2527.6,40.59,Basic,Debit Card,2,No
51774,36,2617.49,319.1,Basic,UPI,11,No
51775,47,1551.78,343.77,Standard,Credit Card,3,No
51776,20,2417.53,269.22,Basic,UPI,7,Yes
51777,19,2856.58,335.16,Basic,Unknown,8,No
51778,35,1042.96,120.68,Standard,Net Banking,3,No
51779,52,1374.49,247.37,Basic,Credit Card,11,No
51780,43,2814.99,198.48,Premium,UPI,6,No
51781,17,1213.22,49.41,Standard,UPI,0,No
51782,59,2767.47,314.65,Standard,Credit Card,8,No
51783,45,2948.82,250.13,Basic,UPI,10,No
51784,43,2086.89,141.21,Premium,Debit Card,11,Yes
51785,34,2505.6,239.47,Standard,UPI,3,No
51786,9,2323.77,388.77,Basic,Net Banking,8,Yes
51787,26,2188.74,401.82,Basic,Debit Card,2,Yes
51788,2,1128.71,326.52,Standard,UPI,10,Yes
51789,53,454.15,236.54,Premium,Net Banking,4,No
51790,9,1226.24,290.0,Premium,Credit Card,0,Yes
51791,9,2100.73,195.58,Standard,Debit Card,10,No
51792,40,576.83,67.65,Standard,UPI,2,No
51793,17,332.18,195.88,Basic,UPI,4,No
51794,1,677.17,267.51,Standard,Credit Card,5,Yes
51795,25,2232.49,301.42,Premium,Credit Card,7,Yes
51796,43,2926.54,468.22,Standard,Debit Card,0,No
51797,40,2954.27,389.78,Basic,Debit Card,2,No
51798,42,1633.74,80.24,Basic,Debit Card,0,Yes
51799,25,2647.25,91.22,Basic,UPI,4,No
51800,39,2289.43,54.74,Standard,UPI,7,No
51801,35,1652.81,370.4,Premium,Debit Card,3,No
51802,3,1846.45,354.53,Basic,UPI,10,Yes
51803,50,670.51,493.25,Basic,Credit Card,8,No
51804,37,2831.69,263.4,Standard,Net Banking,5,No
51805,44,1250.21,414.08,Premium,UPI,5,No
51806,44,1504.6,290.34,Standard,Debit Card,10,No
51807,51,2113.48,437.67,Basic,UPI,4,Yes
51808,30,1201.54,361.91,Basic,Credit Card,9,No
51809,38,986.5,323.23,Standard,Debit Card,4,No
51810,34,2003.83,284.74,Premium,Net Banking,10,Yes
51811,12,367.46,362.87,Basic,Debit Card,6,Yes
51812,19,2245.96,212.73,Standard,Debit Card,7,No
51813,37,1687.86,52.81,Standard,Debit Card,6,Yes
51814,44,1935.54,24.79,Standard,UPI,0,No
51815,59,2006.08,242.12,Basic,Net Banking,0,No
51816,59,1723.04,301.65,Premium,Credit Card,9,No
51817,49,1872.84,44.03,Standard,UPI,5,Yes
51818,17,2146.23,147.02,Standard,Net Banking,2,No
51819,10,2333.42,164.41,Standard,Net Banking,11,Yes
51820,57,2264.12,283.58,Premium,UPI,8,Yes
51821,55,2647.96,142.85,Standard,Debit Card,10,No
51822,49,811.5,52.35,Standard,Unknown,6,No
51823,47,1383.1,86.6,Basic,Credit Card,1,Yes
51824,12,2859.05,91.1,Basic,UPI,11,Yes
51825,16,1370.79,422.13,Basic,Net Banking,2,No
51826,24,637.15,145.74,Premium,Credit Card,7,No
51827,19,1718.7,358.77,Premium,Credit Card,0,No
51828,8,595.63,286.08,Basic,Credit Card,4,No
51829,31,847.7,488.63,Basic,Credit Card,9,No
51830,21,2995.46,140.05,Basic,UPI,0,No
51831,17,1761.68,83.39,Premium,Credit Card,11,No
51832,23,1066.96,30.76,Basic,UPI,8,No
51833,37,2985.89,124.28,Standard,Credit Card,6,Yes
51834,54,2909.71,343.62,Premium,Credit Card,4,No
51835,16,1490.0,47.2,Standard,UPI,5,No
51836,6,1003.09,126.13,Premium,Debit Card,10,No
51837,8,2563.68,428.38,Standard,Net Banking,2,No
51838,25,2232.18,293.56,Standard,Net Banking,2,No
51839,18,2154.74,39.41,Standard,UPI,6,No
51840,25,2711.41,28.6,Basic,Credit Card,6,No
51841,12,2161.43,35.26,Premium,UPI,6,No
51842,15,1066.25,471.23,Standard,Unknown,1,No
51843,59,2173.43,425.69,Basic,UPI,1,Yes
51844,26,1125.7,423.25,Basic,Net Banking,10,Yes
51845,41,2349.95,462.49,Basic,UPI,11,Yes
51846,45,1973.32,255.1,Standard,Net Banking,4,No
51847,26,509.01,127.44,Basic,Net Banking,3,No
51848,47,1684.66,203.67,Premium,Net Banking,6,Yes
51849,32,1226.91,360.84,Basic,UPI,2,No
51850,10,1187.14,438.64,Basic,Debit Card,4,No
51851,16,1926.09,220.37,Premium,UPI,1,No
51852,7,1170.28,270.01,Standard,UPI,0,No
51853,17,2397.61,466.23,Premium,Debit Card,8,No
51854,23,491.14,58.21,Standard,Debit Card,3,No
51855,26,2083.05,431.84,Basic,Net Banking,7,No
51856,21,2484.83,83.86,Standard,Credit Card,11,No
51857,22,2116.65,244.51,Basic,Credit Card,6,No
51858,58,1642.52,113.12,Basic,Net Banking,11,Yes
51859,7,2865.83,303.46,Basic,UPI,0,No
51860,14,1109.83,281.49,Standard,Credit Card,9,No
51861,15,351.75,193.1,Basic,UPI,10,No
51862,53,1466.37,432.34,Basic,Debit Card,6,No
51863,7,389.13,331.61,Basic,Debit Card,1,No
51864,9,2875.63,362.0,Basic,Net Banking,2,No
51865,51,866.78,79.58,Basic,Unknown,0,No
51866,48,2430.1,442.17,Basic,Net Banking,6,No
51867,8,2391.34,87.68,Basic,Credit Card,2,Yes
51868,50,887.87,115.28,Basic,Credit Card,5,No
51869,59,1977.31,68.39,Basic,Credit Card,11,No
51870,23,429.81,222.98,Premium,UPI,6,No
51871,29,1605.65,444.42,Standard,Net Banking,2,No
51872,18,339.55,129.96,Standard,Net Banking,1,Yes
51873,31,2787.09,190.01,Premium,Credit Card,8,No
51874,30,2935.43,423.8,Basic,Net Banking,8,Yes
51875,52,900.16,310.82,Basic,Debit Card,6,No
51876,39,861.89,377.05,Premium,Debit Card,4,No
51877,35,2335.04,110.93,Standard,Debit Card,3,No
51878,18,984.12,359.66,Premium,Debit Card,3,Yes
51879,59,2716.71,117.67,Premium,Net Banking,0,No
51880,42,1849.61,493.72,Basic,Debit Card,3,No
51881,39,1247.1,282.14,Premium,Debit Card,6,No
51882,17,2548.27,349.34,Premium,Debit Card,4,No
51883,14,1632.2,63.61,Basic,Debit Card,8,No
51884,31,2761.41,129.07,Premium,Debit Card,3,No
51885,24,2805.64,74.17,Basic,UPI,10,No
51886,35,746.63,198.13,Standard,UPI,2,No
51887,44,306.27,145.65,Basic,Debit Card,5,No
51888,45,2956.61,367.8,Basic,Debit Card,3,No
51889,34,2746.57,58.81,Standard,Net Banking,10,Yes
51890,3,449.7,377.27,Basic,Debit Card,1,No
51891,37,2549.19,27.62,Standard,Credit Card,4,Yes
51892,43,1536.07,105.0,Standard,UPI,3,Yes
51893,40,999.2,397.02,Basic,Debit Card,4,No
51894,26,2672.62,372.67,Basic,UPI,11,No
51895,55,831.0,240.78,Standard,Debit Card,8,Yes
51896,23,2857.71,29.74,Premium,Credit Card,3,No
51897,44,855.18,306.9,Standard,Debit Card,5,No
51898,39,1956.94,206.33,Standard,UPI,3,No
51899,15,902.33,161.68,Standard,UPI,0,No
51900,56,1773.31,322.0,Basic,UPI,1,Yes
51901,49,2146.73,221.12,Standard,Net Banking,5,Yes
51902,4,813.62,50.75,Premium,Unknown,7,No
51903,29,1706.39,458.4,Standard,Debit Card,8,Yes
51904,22,1566.46,390.35,Standard,Credit Card,3,No
51905,25,491.8,32.91,Standard,Credit Card,5,No
51906,13,2509.43,264.91,Standard,Debit Card,2,No
51907,18,1206.34,46.27,Standard,Net Banking,11,No
51908,33,1851.37,419.46,Standard,Debit Card,8,No
51909,16,1689.92,308.44,Standard,UPI,7,No
51910,45,1685.8,90.36,Basic,Unknown,11,No
51911,42,589.5,15.27,Standard,Debit Card,0,No
51912,44,1443.4,20.63,Premium,Net Banking,1,Yes
51913,2,1521.39,256.15,Basic,Credit Card,9,Yes
51914,55,2280.84,368.51,Premium,Debit Card,8,No
51915,35,2568.05,64.82,Basic,Debit Card,9,No
51916,42,1771.45,114.54,Basic,Credit Card,2,No
51917,34,534.31,166.99,Standard,Net Banking,2,No
51918,30,939.49,112.95,Premium,Credit Card,9,No
51919,59,745.32,198.71,Standard,Net Banking,8,Yes
51920,55,636.46,282.01,Basic,Debit Card,2,No
51921,13,1287.93,344.04,Basic,Net Banking,9,No
51922,13,919.36,482.07,Standard,Net Banking,11,No
51923,18,889.42,465.77,Basic,UPI,10,No
51924,32,447.67,287.21,Standard,UPI,4,No
51925,32,347.71,368.4,Standard,UPI,5,No
51926,35,577.47,475.68,Standard,Credit Card,2,No
51927,59,764.93,46.32,Basic,Credit Card,9,No
51928,39,1463.66,7.79,Basic,UPI,7,No
51929,46,1678.4,19.75,Basic,Debit Card,1,Yes
51930,52,679.6,283.86,Basic,Debit Card,5,No
51931,29,1446.92,382.6,Standard,Debit Card,1,Yes
51932,49,1222.72,186.7,Premium,Credit Card,8,No
51933,29,795.24,274.89,Basic,Net Banking,5,Yes
51934,53,318.47,260.6,Basic,Credit Card,8,No
51935,44,1560.95,51.91,Basic,UPI,3,No
51936,57,2151.26,164.19,Premium,Net Banking,11,No
51937,16,910.95,14.62,Basic,Debit Card,2,No
51938,56,655.88,59.8,Premium,Credit Card,1,No
51939,44,2695.02,406.87,Basic,Credit Card,7,No
51940,47,1042.57,415.56,Basic,UPI,3,No
51941,57,903.75,401.96,Basic,Debit Card,1,No
51942,10,2614.16,364.78,Standard,Credit Card,10,No
51943,30,2506.19,397.69,Standard,Credit Card,8,No
51944,25,1510.54,337.14,Standard,Net Banking,11,No
51945,39,1620.94,336.57,Basic,Credit Card,7,No
51946,20,887.92,335.34,Basic,Net Banking,4,No
51947,5,511.41,259.45,Basic,Credit Card,7,Yes
51948,1,1848.27,184.86,Standard,Debit Card,4,No
51949,30,565.53,366.45,Basic,UPI,6,No
51950,49,1513.04,152.83,Standard,Debit Card,4,Yes
51951,3,2839.34,273.74,Basic,UPI,4,No
51952,45,2872.65,219.51,Basic,Credit Card,3,No
51953,14,946.2,141.93,Standard,Debit Card,4,No
51954,56,1985.11,487.47,Basic,Net Banking,6,No
51955,30,1580.01,133.08,Standard,UPI,2,No
51956,50,2664.35,158.1,Basic,UPI,3,No
51957,4,1032.86,84.99,Basic,Credit Card,7,No
51958,18,310.0,412.38,Premium,UPI,5,No
51959,37,738.92,295.36,Basic,UPI,7,No
51960,25,1243.71,308.45,Standard,UPI,10,No
51961,48,1152.45,411.18,Premium,Credit Card,1,No
51962,1,2436.68,174.75,Basic,Debit Card,8,No
51963,53,2137.51,100.85,Premium,Credit Card,6,No
51964,46,1108.8,103.21,Basic,Net Banking,4,No
51965,15,1535.91,367.65,Standard,UPI,10,No
51966,9,558.01,308.99,Standard,UPI,6,No
51967,15,2725.0,107.14,Premium,Debit Card,1,No
51968,49,2825.65,76.81,Standard,UPI,10,No
51969,57,2945.47,64.74,Standard,Debit Card,3,Yes
51970,24,2645.09,315.76,Standard,UPI,6,No
51971,4,769.69,5.06,Basic,UPI,1,No
51972,12,424.73,14.07,Standard,Credit Card,7,No
51973,59,1864.91,197.83,Basic,Credit Card,9,No
51974,58,2764.03,347.22,Standard,Net Banking,9,Yes
51975,37,778.85,349.04,Standard,Debit Card,10,No
51976,37,319.02,217.91,Premium,Net Banking,4,No
51977,43,2474.84,347.08,Standard,Credit Card,4,No
51978,6,507.35,262.94,Premium,Debit Card,7,No
51979,39,1417.01,488.58,Basic,Credit Card,11,No
51980,56,2133.0,85.42,Basic,Debit Card,0,Yes
51981,46,939.35,302.33,Standard,UPI,5,No
51982,24,526.7,248.16,Standard,Net Banking,1,Yes
51983,11,2379.06,101.26,Standard,Net Banking,0,No
51984,13,2001.47,376.25,Standard,Debit Card,11,Yes
51985,34,2968.92,141.38,Basic,Net Banking,6,No
51986,25,1229.63,193.95,Standard,Credit Card,11,No
51987,7,466.76,190.54,Basic,Net Banking,3,No
51988,52,2282.75,125.88,Basic,Debit Card,0,No
51989,4,1708.68,218.2,Basic,Net Banking,9,No
51990,59,875.65,239.31,Standard,Net Banking,10,No
51991,8,2410.67,373.39,Standard,Credit Card,10,No
51992,20,850.14,383.71,Basic,UPI,5,No
51993,29,1003.79,83.49,Standard,Credit Card,9,No
51994,54,549.83,298.42,Basic,Net Banking,11,No
51995,53,1378.47,448.62,Premium,Net Banking,5,No
51996,51,1431.11,58.85,Standard,UPI,11,No
51997,45,1689.32,239.09,Basic,UPI,2,No
51998,46,2214.2,376.42,Premium,Credit Card,5,No
51999,10,2746.47,307.69,Basic,UPI,9,No
52000,43,671.88,54.79,Standard,Credit Card,8,No
52001,34,446.74,201.32,Standard,Debit Card,5,No
52002,57,350.03,256.08,Basic,Net Banking,0,No
52003,26,687.78,497.94,Standard,UPI,9,No
52004,41,2076.46,93.41,Basic,Debit Card,5,Yes
52005,49,2264.19,491.3,Premium,Debit Card,7,Yes
